customer_id,First Time,Recent Time,# of Orders,# of Orders in last 7 days,# of Orders in last 4 weeks,Amount,Amount in last 7 days,Amount in last 4 weeks,Avg_DistanceFromResturant,Avg_DeliveryTime
323374,7/29/15 8:30,1/7/16 12:40,37,1,3,15607,259,1000,1.5,35
179803,6/17/15 6:12,11/21/15 22:36,37,,3,13069,0,1225,2.3,15
273854,6/30/15 7:33,12/13/15 2:02,37,1,2,10074,169,897,1.9,29
1257509,7/31/15 21:40,12/26/15 0:35,37,4,15,8471,776,2719,3.2,19
1195457,6/24/15 4:48,12/2/15 12:18,37,1,3,20885,493,2702,1.8,17
1232067,6/22/15 4:12,11/30/15 21:15,37,4,8,9266,564,1937,2.7,41
748183,7/15/15 11:02,12/18/15 23:24,37,1,12,10799,319,3974,2.2,49
505074,7/23/15 19:33,11/23/15 6:34,37,3,7,12708,651,1731,1.5,56
1251619,7/29/15 8:52,1/7/16 1:42,37,2,6,20889,1630,4429,1.2,30
1299760,6/21/15 23:43,11/6/15 21:24,37,,2,1414,0,93,1.6,30
1102438,7/14/15 2:59,12/18/15 9:32,36,1,6,19960,364,3676,1.7,39
100519,7/19/15 18:23,12/28/15 15:00,36,1,8,3286,76,760,3.8,54
174390,7/6/15 23:47,12/9/15 8:44,36,,5,7160,0,1422,0.9,40
1106226,6/16/15 5:21,11/25/15 7:22,36,1,5,4966,76,623,1.8,33
1137224,7/6/15 20:41,12/3/15 11:23,36,,9,31,0,6,2.6,28
294446,6/20/15 14:44,11/7/15 4:24,36,,2,25770,0,1722,2.2,51
1222177,7/20/15 3:53,12/10/15 3:24,36,,7,943,0,214,2.8,41
1110199,6/28/15 6:02,12/6/15 8:30,36,1,3,6312,71,417,3.2,56
1117847,7/19/15 7:20,1/2/16 16:15,36,4,8,2420,182,568,2,34
185415,6/30/15 22:14,11/25/15 1:12,36,,5,12713,0,1900,2.7,37
389962,7/13/15 5:57,9/28/15 16:54,36,,NA,26906,0,0,2.4,27
304385,7/26/15 23:28,12/25/15 9:59,36,,2,14728,0,1001,2.3,43
141014,6/8/15 0:57,11/13/15 20:17,36,,6,278,0,39,2.7,59
1114819,7/4/15 8:47,12/13/15 1:13,35,1,4,10776,528,1232,2.5,49
261131,7/10/15 9:40,11/13/15 3:45,35,,NA,5519,0,0,2.4,61
1335512,7/17/15 23:12,12/25/15 2:48,35,1,3,2609,54,157,2.7,41
39725,7/8/15 22:19,12/17/15 10:08,35,4,4,12247,905,905,3.2,51
1272757,8/29/15 2:15,12/21/15 22:00,35,2,7,5404,234,896,3.9,42
138332,6/27/15 18:02,11/10/15 11:48,35,,5,7696,0,913,2,17
1342218,7/19/15 14:00,12/25/15 6:31,35,,3,23554,0,3757,2.8,37
482575,8/28/15 16:13,9/29/15 15:48,35,,NA,3509,0,0,2.8,32
262769,8/1/15 14:50,11/15/15 1:41,35,,NA,874,0,0,2.2,25
307270,7/12/15 19:44,12/6/15 4:32,35,6,11,15377,2983,5355,2.9,24
170024,6/29/15 0:48,11/28/15 19:37,35,,2,14542,0,727,2.7,47
1165525,7/2/15 18:54,12/6/15 6:00,35,,8,9449,0,2175,4.2,23
17191,7/3/15 6:12,12/4/15 10:10,35,,3,21973,0,1269,2.2,21
270213,7/15/15 20:10,12/30/15 12:07,35,3,7,3783,334,705,2.3,42
30552,6/27/15 7:17,12/2/15 23:59,35,1,5,6238,248,1035,2.2,41
7451,7/14/15 8:13,11/16/15 2:39,35,,NA,26037,0,0,3.5,18
278459,7/1/15 10:32,12/9/15 22:56,35,2,5,1741,156,384,2.3,49
801087,6/27/15 12:54,11/28/15 3:22,35,1,4,22665,533,2507,0.5,32
538458,9/2/15 16:32,12/28/15 2:08,35,3,19,24403,1086,10709,2.4,27
587965,8/21/15 14:10,12/8/15 10:08,35,,2,6206,0,205,2,29
408465,8/12/15 19:45,1/5/16 23:06,35,2,3,5569,208,672,1.7,50
339182,7/13/15 4:24,12/21/15 4:04,35,1,19,2034,46,1168,3.1,50
286834,7/16/15 0:11,12/23/15 14:44,35,4,6,1922,277,410,2.3,38
433222,8/8/15 10:46,12/25/15 8:39,35,,7,3118,0,1361,1.5,32
237086,7/14/15 17:35,12/23/15 17:48,35,3,4,8825,658,842,3.6,44
151555,7/6/15 5:31,12/14/15 4:18,34,2,5,3088,213,548,2.1,25
269283,7/12/15 20:09,12/22/15 7:34,34,1,10,13471,583,3389,1.3,21
1197073,6/23/15 9:39,11/25/15 1:48,34,,7,5204,0,1328,1.8,41
1181052,7/1/15 23:01,12/8/15 22:52,34,,6,882,0,182,2.2,27
247039,7/2/15 15:27,11/28/15 20:18,34,,7,11149,0,2678,3.5,23
675964,9/17/15 12:03,12/2/15 2:38,34,,4,2110,0,273,3.1,35
381899,6/15/15 0:46,11/20/15 3:39,34,4,13,7540,725,2772,3.2,39
1126529,7/6/15 6:27,12/17/15 8:26,34,1,5,11152,545,1666,3,52
74475,7/4/15 20:20,10/4/15 4:07,34,,NA,2082,0,0,2.8,23
1185575,6/29/15 14:10,12/10/15 7:49,34,3,13,485,42,234,3.6,35
77212,7/15/15 7:41,12/7/15 13:53,34,,5,9777,0,1353,1.8,27
353390,10/13/15 20:39,11/19/15 6:10,34,,19,9551,0,5409,2.1,39
1346303,7/15/15 8:55,12/9/15 11:40,34,,1,9698,0,515,2,26
764713,11/4/15 21:15,1/5/16 18:32,34,5,23,12759,1418,7102,3.4,22
584499,8/16/15 23:21,11/19/15 15:32,34,,3,9478,0,843,2,27
1178638,6/23/15 2:43,12/3/15 15:41,34,4,8,5126,1211,1857,2,39
129309,6/8/15 13:59,11/13/15 3:21,34,1,8,4399,122,1364,2.2,56
359014,7/25/15 22:48,12/24/15 14:45,34,,5,3796,0,706,2.6,39
1343709,7/16/15 8:06,12/21/15 8:24,34,5,13,22092,2805,9483,3.8,46
51598,9/16/15 2:28,12/16/15 5:42,33,2,10,4119,260,1433,2.1,54
109347,7/8/15 7:18,12/1/15 5:26,33,,1,16794,0,986,1.6,34
1246381,8/12/15 1:48,12/11/15 2:49,33,2,7,22,1,5,2.1,27
136702,7/2/15 10:02,12/11/15 13:51,33,8,22,28136,10150,20800,2.5,47
1210340,6/25/15 15:29,11/29/15 4:47,33,2,7,7219,491,1642,1.5,28
1332542,7/18/15 23:52,12/13/15 18:53,33,,10,7014,0,1955,2.2,40
366044,7/18/15 6:27,12/8/15 11:43,33,,1,14938,0,610,3.5,48
1317514,6/21/15 23:26,11/30/15 4:35,33,3,12,12687,1092,4695,3.1,53
1162746,7/6/15 14:09,12/10/15 8:06,33,1,15,5474,199,2418,2,15
248546,6/19/15 7:40,10/11/15 16:48,33,,NA,9818,0,0,2.2,29
93435,7/25/15 23:49,11/23/15 1:08,33,,NA,19595,0,0,2,55
781374,10/6/15 15:27,12/20/15 13:24,33,1,14,12822,343,5072,2,50
165141,7/23/15 15:40,1/5/16 2:29,33,1,5,11949,358,1615,1.8,47
1177593,8/1/15 6:15,11/24/15 7:59,33,,7,7963,0,1328,2.3,55
108952,7/2/15 17:37,12/6/15 15:53,33,2,6,10345,652,2098,1.7,20
204167,6/30/15 20:53,12/8/15 15:55,33,3,12,6810,577,2512,1.9,33
59220,7/6/15 17:01,12/3/15 8:21,33,,3,2116,0,195,2.8,30
274859,7/8/15 0:37,12/20/15 20:35,33,2,12,9365,700,3187,1.9,17
1312430,9/9/15 12:42,1/7/16 4:46,32,2,9,4549,167,1051,1.8,53
413359,7/22/15 5:45,12/3/15 7:57,32,3,11,9476,1224,3787,1.5,47
1199810,8/24/15 17:33,12/19/15 11:49,32,,2,13467,0,932,2,41
524768,8/23/15 8:33,12/22/15 19:31,32,1,7,3979,114,737,2.3,42
67943,6/24/15 9:17,11/11/15 22:41,32,,3,26095,0,2540,2.6,18
1121010,6/20/15 4:58,11/28/15 18:26,32,2,8,4559,239,1093,2.5,29
968701,7/24/15 0:03,12/21/15 15:09,32,,3,10559,0,823,2,29
80909,7/22/15 21:18,12/14/15 2:34,32,5,7,7659,987,1438,1.5,16
153724,7/4/15 3:47,11/30/15 15:41,32,1,5,17225,620,2022,3,54
13525,6/16/15 7:44,11/17/15 19:37,32,,1,17455,0,414,3.4,35
383581,7/22/15 7:44,12/10/15 14:49,32,,1,250,0,8,2.9,44
1250391,6/23/15 17:37,11/29/15 11:18,32,1,7,11514,676,2979,1.9,40
871429,10/2/15 5:41,11/29/15 9:11,32,4,26,18213,2024,14829,3.3,31
932480,7/4/15 3:14,12/12/15 7:32,32,3,9,14820,1012,3804,2.5,47
445112,7/12/15 0:10,11/14/15 11:54,31,,1,1389,0,25,2.4,23
6712,6/23/15 10:18,12/3/15 17:24,31,3,3,12723,2216,2216,2.7,32
488443,7/24/15 2:13,12/4/15 15:20,31,1,3,7178,392,860,3.7,36
1317729,7/4/15 5:04,12/14/15 3:20,31,3,3,19841,1311,1311,0.8,55
190690,8/11/15 23:34,9/23/15 21:59,31,,NA,20528,0,0,2.7,29
1108758,7/5/15 21:48,12/3/15 18:05,31,,5,6648,0,1001,2.3,42
532783,8/29/15 2:51,12/19/15 23:49,31,2,12,2100,310,957,2.2,49
58878,7/16/15 8:22,12/12/15 5:43,31,1,7,3125,37,500,2.3,25
267878,7/14/15 2:37,12/10/15 18:14,31,,1,16192,0,493,1.2,35
494671,7/31/15 21:52,12/15/15 2:11,31,2,6,2957,167,700,2.5,52
263716,7/27/15 19:19,1/1/16 18:13,31,,3,8227,0,691,2.7,56
1165320,7/7/15 5:28,12/13/15 23:59,31,3,11,6987,617,2472,2.7,50
160813,7/31/15 14:34,11/22/15 13:29,31,,3,18527,0,1242,0.3,48
495678,8/12/15 6:56,11/26/15 23:59,31,,1,7681,0,189,3,30
562886,9/11/15 11:50,11/13/15 13:57,31,,NA,3632,0,0,2.1,38
221202,7/22/15 5:01,10/2/15 23:19,31,,NA,14100,0,0,0.8,38
1224376,7/19/15 1:44,11/30/15 15:13,31,,NA,29343,0,0,2,16
1319632,7/3/15 14:06,11/27/15 9:05,31,,3,3653,0,363,3,37
1290240,7/18/15 12:12,12/25/15 16:33,31,1,7,4331,218,1079,2.9,43
46562,6/30/15 1:30,12/8/15 9:44,31,3,4,8312,662,918,2.4,41
344215,6/20/15 0:29,11/24/15 9:22,31,,4,21504,0,2476,1.8,49
1234131,7/15/15 20:00,12/19/15 21:17,31,1,4,11928,76,977,1.3,56
890610,7/31/15 2:01,1/9/16 17:05,30,2,3,21808,1170,1659,2,54
492974,7/23/15 23:59,11/28/15 2:09,30,1,2,10117,386,632,2.2,57
421462,7/24/15 14:00,12/7/15 6:49,30,2,14,8979,198,3933,2.2,42
1327434,6/23/15 14:45,11/23/15 19:43,30,3,13,10369,523,3952,1.5,34
77925,6/29/15 19:15,12/1/15 11:54,30,,6,9210,0,2123,1.2,15
1114048,7/23/15 11:48,12/10/15 8:38,30,3,13,14716,1152,5784,4.3,28
111708,6/30/15 5:27,12/9/15 3:54,30,1,7,4514,85,666,2,24
390686,7/16/15 7:12,12/13/15 23:04,30,1,9,3672,269,1204,1.8,48
276409,8/12/15 6:00,11/25/15 0:09,30,3,10,4891,272,990,2,21
448483,8/9/15 4:58,12/15/15 17:06,30,,1,12795,0,295,3,52
312074,7/10/15 18:42,12/9/15 15:47,30,,3,1340,0,92,2.5,40
1145642,8/15/15 7:23,12/7/15 20:01,30,1,5,1745,86,277,3.1,18
413207,7/13/15 5:03,9/7/15 9:43,30,,NA,1742,0,0,4.5,56
1154823,6/26/15 10:33,11/21/15 0:53,30,,1,9393,0,456,3.4,49
400103,8/3/15 0:32,12/31/15 10:29,30,3,10,2079,134,797,3.3,29
123040,7/6/15 12:00,11/25/15 4:37,30,,3,14274,0,1421,2.1,53
613323,8/24/15 19:11,12/1/15 12:58,30,,3,32147,0,2110,3.1,35
499465,7/31/15 2:53,12/5/15 14:33,30,3,8,6149,482,1489,1.7,46
487140,8/19/15 15:00,10/29/15 22:03,30,,NA,15159,0,0,3.3,56
803156,10/11/15 14:20,11/17/15 1:45,30,,NA,797,0,0,1.7,53
1232037,6/22/15 1:30,11/26/15 10:12,30,1,3,4106,160,428,2,50
649969,8/25/15 5:13,11/25/15 11:33,30,,10,175,0,48,3.1,19
1268335,7/8/15 2:35,12/21/15 11:49,30,2,3,8887,507,656,2.2,15
152764,7/26/15 11:23,12/16/15 14:53,30,,1,3583,0,53,3.7,50
1305355,6/22/15 0:15,12/4/15 10:53,30,2,5,1229,81,228,3.2,30
179646,7/24/15 13:04,12/9/15 3:15,30,1,7,11549,418,2371,1.2,20
1306972,6/17/15 13:04,11/27/15 17:37,29,2,6,13633,842,2669,3.3,26
988277,7/24/15 12:29,12/12/15 22:19,29,2,3,31,1,2,0.8,44
1244904,6/30/15 4:33,12/4/15 18:58,29,1,3,5736,46,337,2.7,57
159713,7/30/15 22:03,11/21/15 9:30,29,,NA,6019,0,0,1,42
171577,8/8/15 1:37,12/24/15 15:33,29,,4,1629,0,216,1.6,20
119491,7/13/15 8:42,11/25/15 11:24,29,,NA,15377,0,0,2.1,27
121028,6/21/15 15:08,11/18/15 17:09,29,,5,9164,0,1455,2.5,38
231049,6/12/15 14:41,8/29/15 14:55,29,,NA,3476,0,0,3.3,23
141583,7/20/15 21:00,12/22/15 18:55,29,,8,21795,0,3326,2.2,56
800193,10/26/15 7:08,12/29/15 16:56,29,6,22,13189,2535,11018,2,56
43433,6/19/15 10:49,10/10/15 14:44,29,,NA,19414,0,0,2,42
55060,6/11/15 22:21,11/16/15 8:31,29,1,4,15529,223,2062,0.4,50
91520,8/14/15 14:15,12/29/15 20:51,29,2,9,6858,394,2162,1.8,17
335729,7/28/15 6:09,1/7/16 10:01,29,2,10,1232,93,318,2.8,24
1168789,6/26/15 22:24,11/26/15 15:05,29,,2,16139,0,816,3.6,45
127367,6/10/15 8:24,11/16/15 23:31,29,2,5,6138,360,1268,2.7,41
43030,6/26/15 0:35,11/28/15 4:54,29,,7,14744,0,2508,2.4,40
1122613,6/12/15 10:17,11/19/15 17:23,29,2,5,4988,344,965,2.6,26
67336,6/26/15 0:08,10/17/15 7:18,29,,NA,13255,0,0,2.9,47
86221,7/18/15 7:00,11/4/15 0:13,29,,NA,6139,0,0,1.4,25
1164454,8/25/15 9:00,1/12/16 2:43,29,1,3,7318,202,777,2.2,20
1348058,7/10/15 15:25,11/20/15 18:33,29,,NA,4327,0,0,2,23
289913,7/15/15 2:49,11/29/15 18:34,29,,1,7666,0,498,2.4,41
1309978,8/2/15 22:58,1/4/16 23:01,29,1,4,12920,568,2293,1.5,24
283053,7/11/15 0:54,12/25/15 3:57,29,3,6,12729,1871,2855,2.8,34
1259967,8/3/15 4:33,12/11/15 20:20,29,,10,12907,0,5615,2.2,28
192338,7/7/15 10:05,12/12/15 5:14,28,,2,14574,0,812,3.5,36
1110230,8/1/15 0:06,9/14/15 23:26,28,,NA,1140,0,0,3.6,51
1224676,7/4/15 6:20,12/12/15 3:38,28,1,2,4015,131,260,2.3,60
16498,6/27/15 16:58,12/11/15 1:20,28,1,2,4741,375,454,2.8,46
279688,7/30/15 19:45,1/2/16 3:28,28,1,1,6747,668,668,3,59
601529,8/22/15 15:13,12/9/15 14:49,28,3,7,9249,1010,2425,2.6,57
1298515,7/13/15 15:23,11/23/15 13:04,28,3,12,1253,120,500,2.2,48
1160722,6/9/15 14:07,11/16/15 11:42,28,2,9,25757,1374,6496,3.2,57
354044,6/16/15 13:22,11/24/15 3:38,28,2,12,23147,1285,9687,2.9,33
397008,7/10/15 6:28,11/30/15 2:14,28,,1,3791,0,148,2.5,43
139112,7/2/15 20:32,12/4/15 11:13,28,1,3,2811,85,230,1,18
586616,9/3/15 1:05,12/23/15 8:24,28,1,4,5590,141,397,2.2,21
165714,6/16/15 7:39,11/14/15 6:40,28,,2,93,0,9,2.2,18
691394,9/2/15 18:11,11/23/15 7:53,28,,9,4418,0,1305,2.9,39
1291430,7/26/15 12:14,12/10/15 3:05,28,2,7,7806,837,2249,3.1,41
504313,6/27/15 5:05,11/19/15 2:46,28,,2,9390,0,382,2.3,16
1258309,8/5/15 22:04,12/12/15 6:33,28,2,7,35684,2115,7750,3.5,26
68560,7/15/15 5:15,11/14/15 17:56,28,,7,8741,0,2210,2.1,18
917408,6/18/15 14:37,11/18/15 10:04,28,,10,9540,0,2852,3.4,45
246538,7/28/15 7:42,12/30/15 21:45,28,3,14,5259,843,3676,1.7,38
279529,7/21/15 16:57,12/28/15 7:22,28,1,8,21021,371,6670,1.7,39
1201004,6/15/15 17:57,11/4/15 18:50,28,,1,14417,0,944,1.8,19
1241530,8/8/15 18:03,12/30/15 22:06,28,,4,26127,0,4498,2.6,28
1161937,8/3/15 13:15,12/22/15 0:09,28,1,8,16895,908,6563,1.5,16
617861,8/18/15 3:19,11/30/15 22:47,27,3,16,8814,1085,5325,2.4,44
100294,7/11/15 8:00,12/3/15 18:22,27,,3,1977,0,157,1.7,29
211834,9/6/15 5:38,11/24/15 12:03,27,,5,6791,0,1246,2.4,34
259528,8/1/15 15:29,12/17/15 11:47,27,,5,9206,0,2064,1.9,23
169884,7/6/15 17:59,11/18/15 8:41,27,,NA,19866,0,0,3.2,51
371124,6/26/15 1:42,11/22/15 13:34,27,1,8,3997,136,934,1.8,42
1298572,7/15/15 8:35,12/19/15 23:27,27,1,2,882,58,94,2.4,27
20004,6/29/15 8:06,12/2/15 3:38,27,,4,18888,0,3219,2.6,48
427512,8/15/15 21:38,12/30/15 20:50,27,,3,5805,0,703,2.2,51
121638,8/16/15 22:50,11/24/15 14:50,27,,1,7866,0,176,1.1,20
126435,7/3/15 3:03,12/15/15 0:26,27,2,3,12971,826,1217,3.4,16
443155,7/31/15 18:20,12/17/15 21:59,27,1,4,1760,71,357,1.7,33
514215,8/16/15 6:15,12/3/15 3:15,27,,4,15318,0,2657,2.2,39
1324339,8/16/15 1:38,11/23/15 6:15,27,,7,6119,0,3133,2.2,33
1114041,7/23/15 5:03,12/22/15 13:41,27,,1,1932,0,60,3.3,56
1268813,6/23/15 14:58,11/22/15 11:10,27,,2,8161,0,436,2.7,40
227170,10/11/15 4:37,11/27/15 0:26,27,1,15,9805,364,4536,3,39
440509,8/2/15 1:51,12/16/15 0:22,27,2,6,7287,567,1763,2.3,24
1126626,7/9/15 10:31,12/21/15 5:11,27,4,8,5265,878,1584,2.7,52
1342816,6/20/15 8:18,11/29/15 13:14,27,1,3,12087,149,1021,2.1,55
1177857,7/23/15 21:07,12/15/15 5:35,27,3,4,3686,439,537,0.7,15
1141887,6/26/15 11:26,8/8/15 0:26,27,,NA,4571,0,0,1.7,49
1314041,7/22/15 8:19,12/22/15 15:44,27,,1,18332,0,533,2.9,24
1183203,6/18/15 15:51,11/15/15 1:42,27,,2,5106,0,449,3.6,26
1337487,7/18/15 19:07,12/24/15 7:24,27,,6,8265,0,2632,2,23
1170293,6/27/15 23:56,11/20/15 21:02,27,,1,1433,0,87,1.9,37
536314,8/23/15 23:08,12/20/15 23:44,27,1,10,3385,106,1273,2.6,34
552833,8/28/15 18:35,12/5/15 7:57,27,,1,2513,0,38,1.9,41
1230616,6/30/15 0:47,11/27/15 2:34,27,1,2,12203,878,1291,3,42
668059,9/12/15 14:26,12/15/15 3:10,27,5,8,2267,390,652,2.7,32
576934,9/19/15 21:22,1/4/16 14:44,27,2,10,4542,393,1670,2.9,35
300740,7/3/15 21:19,11/28/15 12:26,27,1,2,9116,754,1226,3,37
55770,6/22/15 13:01,12/3/15 2:37,27,3,7,5162,459,1361,2.6,56
1192168,6/23/15 8:30,11/30/15 8:33,27,1,5,4893,512,1037,2.5,39
272221,7/28/15 2:11,12/30/15 23:30,27,1,6,2202,46,380,2.7,28
661483,8/28/15 4:17,12/6/15 4:57,27,3,9,5528,718,1929,3,53
1153324,7/12/15 23:08,12/5/15 4:34,26,,5,17120,0,3930,4.3,49
78245,7/26/15 22:32,1/2/16 2:23,26,1,2,8993,222,451,4.3,21
1202715,6/22/15 14:04,11/21/15 2:25,26,,1,2507,0,85,2.4,47
1123622,7/4/15 12:38,10/19/15 8:37,26,,NA,4090,0,0,0.9,42
954180,8/28/15 11:18,1/5/16 8:04,26,4,8,9193,1628,2951,1.7,31
234810,7/11/15 10:28,12/19/15 8:54,26,1,2,3184,97,194,1.8,31
1112437,6/30/15 1:38,12/4/15 14:41,26,,4,17125,0,5341,3.3,31
1351365,7/22/15 20:14,12/30/15 17:24,26,2,2,3349,371,371,2.5,27
194280,9/7/15 1:24,12/14/15 23:03,26,1,10,6837,311,3034,3.1,53
107226,6/25/15 2:33,11/28/15 15:04,26,,5,33868,0,11063,1.7,33
145184,7/3/15 6:45,11/23/15 22:59,26,,4,2648,0,508,0.9,38
1126889,7/7/15 17:21,12/19/15 19:51,26,2,7,16808,712,3661,1.7,27
1251359,6/19/15 4:36,11/26/15 2:07,26,2,10,22372,800,10095,1.9,50
1132957,7/10/15 7:53,12/18/15 2:17,26,,2,8016,0,634,2.2,42
389133,8/3/15 19:37,9/15/15 19:38,26,,NA,18737,0,0,2.2,20
784,8/12/15 20:22,12/17/15 17:42,26,,7,4782,0,976,2.7,44
322824,7/11/15 8:16,12/18/15 11:41,26,4,8,6960,1239,2357,3.1,20
1175323,7/14/15 12:28,11/21/15 19:32,26,,2,7740,0,645,2.2,16
1344542,6/28/15 3:41,8/29/15 3:09,26,,NA,4181,0,0,2.5,44
1225848,7/13/15 2:54,12/12/15 11:52,26,3,5,17472,1463,2388,2.1,15
166842,7/2/15 8:47,11/23/15 12:51,26,,4,6121,0,1007,3.2,63
1269474,7/10/15 17:24,11/30/15 9:45,26,,3,11449,0,1419,2.6,55
1235478,7/14/15 1:50,12/20/15 4:48,26,4,9,14151,1935,3622,1.6,51
1132473,6/20/15 22:18,12/4/15 18:28,26,3,6,3535,292,598,2.3,45
1152301,7/11/15 11:38,12/18/15 0:20,26,1,4,12323,641,1522,2.3,39
37383,6/25/15 6:31,12/1/15 1:36,26,,4,3555,0,587,2.7,27
25486,6/27/15 7:21,10/23/15 15:54,26,,NA,11658,0,0,2.5,47
719031,9/11/15 6:03,12/8/15 0:07,26,1,6,8067,716,1888,2.3,29
456595,7/27/15 4:24,10/19/15 4:45,26,,NA,11742,0,0,2.1,51
1225990,7/6/15 13:10,11/25/15 13:39,26,,7,13665,0,3589,1.3,19
185693,8/22/15 4:40,12/30/15 6:05,26,7,10,26362,2467,6896,1.7,22
313419,6/27/15 7:37,12/1/15 2:52,25,,1,4432,0,180,1.8,55
373652,7/12/15 4:27,10/14/15 1:49,25,,NA,6931,0,0,3.4,34
1316641,7/4/15 11:53,11/26/15 8:06,25,,2,6081,0,301,1.8,55
1220349,6/29/15 12:41,12/8/15 11:50,25,2,8,2849,229,1181,2.3,55
1273176,7/5/15 15:27,11/29/15 3:21,25,,5,13,0,2,3.2,36
282558,6/30/15 5:40,12/7/15 5:15,25,1,2,12468,141,697,2.4,20
1146623,6/30/15 21:20,11/28/15 19:19,25,,3,5719,0,457,3.3,50
1231828,7/12/15 6:44,12/21/15 11:15,25,1,3,3494,352,523,2.3,51
351247,7/8/15 0:58,12/15/15 17:28,25,2,2,2449,73,73,2.2,45
109883,7/2/15 9:02,12/5/15 21:18,25,,3,11769,0,2995,1.2,56
27895,6/30/15 22:48,11/28/15 21:04,25,,1,1852,0,153,2.3,56
295376,7/18/15 0:13,11/26/15 11:34,25,,NA,551,0,0,2.6,47
432583,7/21/15 0:51,10/25/15 18:06,25,,NA,8471,0,0,2.2,39
1264517,7/26/15 2:07,12/24/15 14:40,25,2,5,4592,394,829,2.8,42
95031,7/20/15 18:28,1/3/16 6:19,25,1,7,12588,776,3014,1.8,38
227637,7/23/15 16:47,12/27/15 13:38,25,1,6,15263,849,3203,2.3,48
175711,7/12/15 17:51,12/20/15 12:40,25,,1,20146,0,370,2.2,20
627377,8/17/15 23:00,11/11/15 7:34,25,,6,4878,0,1586,2.4,43
720420,9/8/15 7:08,12/4/15 23:56,25,3,13,16637,1895,9099,2.8,36
1233259,7/13/15 17:41,12/7/15 7:17,25,,2,26440,0,2066,2.9,51
314501,6/16/15 23:08,11/29/15 0:36,25,1,2,13617,990,1920,2.8,19
1250298,7/6/15 12:31,12/19/15 3:30,25,2,14,10822,832,6083,1.7,51
1164911,7/4/15 2:38,11/24/15 3:03,25,,1,1769,0,55,2.2,49
6955,7/4/15 8:32,11/19/15 14:44,25,,1,9188,0,1519,3.6,38
1322885,7/6/15 19:52,12/17/15 3:21,25,2,5,10168,785,2024,2.4,30
12828,6/19/15 2:28,11/22/15 8:56,25,,5,12315,0,2568,2.1,20
1187362,7/15/15 4:13,12/24/15 8:37,25,2,4,2681,199,412,3.3,58
1318933,7/2/15 21:01,12/2/15 20:18,25,1,2,8495,112,224,2.7,19
319367,7/22/15 18:40,12/10/15 22:50,25,,1,241,0,9,2.2,35
153509,8/17/15 15:24,12/14/15 10:59,25,1,4,4549,213,973,2.7,30
1352186,8/4/15 2:11,12/22/15 12:29,25,1,5,10164,1752,4829,3.2,36
544219,8/2/15 3:50,9/2/15 18:06,25,,NA,18476,0,0,1.9,42
366937,7/14/15 19:45,12/23/15 18:58,25,2,6,9918,687,2017,1.4,58
1194896,6/26/15 16:49,12/8/15 21:43,25,2,3,2705,282,332,2.2,41
354743,7/13/15 0:53,10/26/15 19:34,25,,NA,14586,0,0,1.3,52
31806,6/18/15 9:30,12/2/15 18:25,25,3,6,11853,1897,3436,2.4,51
1162190,6/30/15 1:25,12/9/15 23:19,25,1,1,7,0,0,3.3,35
229940,8/8/15 8:38,1/3/16 16:09,25,1,12,10102,1380,5785,1.8,35
893144,7/3/15 6:20,12/7/15 19:16,25,4,12,2577,410,1391,2.7,23
297227,7/20/15 16:54,11/8/15 22:23,25,,NA,25327,0,0,2,25
1322501,6/22/15 13:58,11/29/15 13:09,25,,6,7577,0,1342,1.7,41
22551,9/22/15 2:28,12/27/15 19:37,25,3,10,20424,3199,8836,3.5,19
789453,7/22/15 14:12,12/21/15 6:13,24,1,1,1233,31,31,3,36
1231528,7/18/15 4:33,12/19/15 9:53,24,1,4,14873,700,2051,2.4,44
637584,9/9/15 1:29,12/18/15 19:29,24,6,9,10644,2904,4229,2.1,33
219176,7/13/15 11:52,12/11/15 6:53,24,,3,16853,0,2237,3.1,54
1285793,7/11/15 21:35,12/15/15 3:34,24,1,4,11149,1612,2890,1.4,34
753726,10/9/15 5:07,12/25/15 8:04,24,2,3,2236,162,247,2.8,41
454629,7/27/15 21:48,11/28/15 10:12,24,,4,3752,0,638,2.3,31
293445,7/20/15 0:22,11/28/15 7:01,24,,1,7119,0,198,1.7,23
1337297,7/5/15 16:55,11/11/15 0:19,24,,NA,3809,0,0,2.2,48
609217,8/12/15 3:04,11/26/15 1:48,24,2,3,7200,514,756,2,61
788213,7/16/15 0:12,11/28/15 7:24,24,,1,11418,0,540,4,15
435051,7/25/15 14:55,12/6/15 6:26,24,,6,676,0,227,3.9,44
1136630,7/8/15 16:18,12/12/15 3:45,24,1,6,5091,175,1130,1.6,32
951803,7/22/15 9:09,12/21/15 14:27,24,1,8,6106,212,3092,3.2,34
1198522,7/19/15 16:03,12/25/15 18:11,24,2,5,3658,338,999,2.8,52
1317951,7/19/15 16:54,12/15/15 6:40,24,,8,12844,0,3693,1.4,24
356238,7/12/15 2:07,12/18/15 5:12,24,1,4,1611,79,243,2.5,24
835113,9/30/15 5:42,11/20/15 4:12,24,,17,7124,0,5365,2.6,48
1122988,7/5/15 8:11,12/12/15 14:41,24,1,2,8133,227,500,2.6,33
214813,7/26/15 10:15,12/19/15 4:34,24,,4,181,0,24,1.4,48
1190533,7/21/15 12:09,12/23/15 13:39,24,2,3,3908,312,454,1.1,31
118775,7/3/15 6:47,7/20/15 22:12,24,,NA,7274,0,0,2.7,62
